;Title;Number of review;Catagory;Reveiw Comment;Popular food;Online Order;n_Online Order
3707;107 West;37;Mexican, Latin;“Eclectic menu - unusual interior”;baklava;Yes;1
3708;Wafels & Dinges;12;American, Bar;“Tasty waffles”;duck breast;Yes;1
3709;Taqueria y Fonda;48;Steakhouse, Asian;“Best tacos in a long time!”;salad;Yes;1
3710;Worthwild;10;Asian, Chinese;“vibey spot, good drinks”;holiday;Yes;1
3711;Anto;7;Bar, Pub;“Impressive dinner at Anto Midtown NYC”;Pizza;Yes;1
3712;Little Alley;44;Mexican, Latin;“I savored Crystal Shrimp Dumplings with delicate translucent skin that melted...”;No;Yes;1
3713;Randolph Beer;60;Greek, Mediterranean;“Pull your own pint!”;No;Yes;1
3714;La Contenta Oeste;30;Lebanese, Mediterranean;“Lovely atmosphere, cute interior and tasty enchiladas.”;No;Yes;1
3715;Eleni’s NYC Restaurant;18;Italian, Mediterranean;“Good Greek Cooking In Gramercy Area”;No;Yes;1
3716;Yara;26;Pizza, Italian;“The coffee and baklava are rich, flavorful and delicious.”;No;Yes;1
3717;Cafe Medi;54;Indian, Asian;“Great brunch”;No;Yes;1
3718;Stone Bridge Pizza & Salad;41;Asian, Thai;“Good, not typical NY slice”;No;No;0
3719;Mumtaz;24;French, Bar;“Simply Delicious”;No;No;0
3720;Yuqi's Cuisine;15;American, Bar;“Simple but good”;No;No;0
3721;Amelie Wine Bar;17;American, Bar;“I had a very tasty squash soup and a beautifully cooked duck breast, while my...”;No;No;0
3722;Atwood Kitchen and Bar Room;25;Italian, Pizza;“Delicious”;No;No;0
3723;The District;79;American, Fast Food;“Solid choice on the Upper East Side.”;No;No;0
3724;Salumeria Rosi;400;Seafood;“Food was quite good and the cheese and meats were an ideal meal with salad.”;No;No;0
3725;Potbelly Sandwich Shop;26;American, International;“Delicious but a little over rated”;No;No;0
3726;Seawalk;20;Italian, American;“nice place, good food”;No;No;0
3727;Shopsin's General Store;110;Cafe;“Very good sandwiches inside Essex...”;No;No;0
3728;Pangea;35;Chinese, Asian;“Nice East Village Italian Restaurant”;No;No;0
3729;Le Pain Quotidien;42;Middle Eastern, Fast Food;“Mostly Good”;No;No;0
3730;Tangy Noodle;3;Italian, Pizza;“Great quality for the price!”;No;No;0
3731;The Halal Guys;27;American, Asian;“Great street food”;No;No;0
3732;Trattoria Pizzeria;28;Italian, French;“Delicious”;No;No;0
3733;Noodle Bar;17;Asian, Korean;“Delicious”;No;No;0
3734;Harta;7;American, Pizza;“... here on our holiday NYC trip decide...”;No;No;0
3735;Pocha32;53;American, Pizza;“Good experience.”;No;No;0
3736;The Marshal;323;American, Pizza;“Quite possibly the best Pizza I ever ate!”;No;No;0
3737;All Stars Sports Bar & Grill;21;Bar, Pub;“The fries were terrific also, hot crisp...”;fries;Yes;1
3738;Shade;22;Bar, International;“Had some drinks, crepes and a cheese platter.”;crepes;Yes;1
3739;Barrow Street Ale House;42;American, Bar;“Brunch”;tuna;Yes;1
3740;Caffe Vivaldi;29;Italian, American;“A Great Little Find!”;souvlaki;Yes;1
3741;Penn Sushi;31;Japanese, Sushi;“Pleasantly surprised….”;sashimi;Yes;1
3742;Broadway Dive;36;American, Bar;“Relaxed vibe to hang out”;French Onion Soup;Yes;1
3743;David Burke Tavern;114;American, Steakhouse;“Highlights were the tuna tartare appetizer and the salmon entree.”;Views;Yes;1
3744;Stella's Pizza;34;Pizza, Italian;“Great lunch special”;sliders;Yes;1
3745;Black Seed Bagels;11;Pizza;“Great bagels”;No;Yes;1
3746;2 Bros Pizza;24;Seafood, American;“Good pizza, $1 cheese slices”;No;Yes;1
3747;Bait & Hook;62;Irish;“Little gem in a surprising location”;No;Yes;1
3748;Granny Annie's Bar & Kitchen;16;Pizza, Italian;“Fantastic food !!”;No;Yes;1
3749;Stone Bridge Pizza & Salad;41;Japanese, Asian;“Good, not typical NY slice”;No;Yes;1
3750;Cocoron;55;Asian, Korean;“Great Saba noodles”;No;Yes;1
3751;BarKogi;94;American;“popular”;No;Yes;1
3752;Arabelle;59;Chinese, Asian;“Thanksgiving Lunch”;No;Yes;1
3753;Hyo Dong Gak;91;American, Caribbean;“Fresh food and fast service”;No;Yes;1
3754;Roast Kitchen;36;American;“Fresh and good”;No;Yes;1
3755;Miss Mamie's Spoonbread Too;102;Mediterranean, Greek;“Southern classics”;No;No;0
3756;Blank Slate Midtown;12;Chinese, Asian;“Great for breakfast”;No;No;0
3757;Souvlaki GR Kouzina;13;Japanese, Sushi;“The moussaka was very good and the souvlaki so tasty, juicy and soft.”;No;No;0
3758;Flaming Kitchen;54;French, American;“OMG - Seafood Boil”;No;No;0
3759;Coco Bistro;14;Mexican;“Always consistent”;No;No;0
3760;Kawa Sushi;24;French, Bar;“... sushi & sashimi, beautiful special ...”;No;No;0
3761;Quality Bistro;67;Japanese, Sushi;“We had French Onion Soup, which was delicious.”;No;No;0
3762;Los Tacos No. 1;9;Asian, Thai;“The best tacos”;No;No;0
3763;Tartinery;20;American, Bar;“Great easy place for breakfast”;No;No;0
3764;Hana;22;Chinese, Asian;“Excellent casual Japanese”;No;No;0
3765;Potjanee Thai Restaurant;25;Italian, Pizza;“Delicious Authentic Thai”;No;No;0
3766;LandShark Bar & Grill - Times Square;21;Latin, Spanish;“Pool Views!”;No;No;0
3767;Tim Ho Wan;35;French;“LOVE THIS PLACE”;No;No;0
3768;La Vela Dining & Bar;47;American, Bar;“Good for Off-Broadway theaters.”;No;No;0
3769;Guadalupe Mexican Bar and Grill;60;Fast Food, Middle Eastern;“Great happy hour on frozen drinks...rare”;No;No;0
3770;The Pandering Pig;31;Pub, Gastropub;“Just a lovely little special place for...”;No;No;0
3771;Hair of the Dog;52;Pub, Gastropub;“Nice beers and atmosphere”;No;No;0
3772;Sam's;20;Pub, Gastropub;“The Best Falafel In Town”;No;No;0
3773;The Elgin;55;Pub, Gastropub;“I had the sliders and a green salad with a tasty lemony vinaigrette.”;No;No;0
3774;Sichuan Hot Pot Cuisine;87;Chinese, Seafood;“Great spot in Chinatown!”;sushi;Yes;1
3775;Amura;20;Japanese, Sushi;“Great neighborhood sushi and worth a tr...”;sat at the bar;Yes;1
3776;Big Mozz;17;American;“to die for”;bartender;Yes;1
3777;Royale;22;Bar, Pub;“Fantastic burger & fries!”;pizza;Yes;1
3778;Broadway Pizza;25;Pizza, Italian;“Great pizza at a reasonable price”;lobster bisque;Yes;1
3779;Genesis Bar and Restaurant;38;Bar, American;"“we sat at the bar had a f;ight of soju a couple of appetizers and an introduc...”";No;Yes;1
3780;Tim Ho Wan;35;Chinese, Asian;“LOVE THIS PLACE”;No;Yes;1
3781;Cello Wine & Cocktail Bistro;36;Wine Bar, Bar;“Cozy wine bar”;No;Yes;1
3782;SUGARFISH by Sushi Nozawa;8;Fast Food, American;“sushi treats”;No;Yes;1
3783;Snack Box Times Square;48;American, Bar;“A bit overpriced !!”;No;Yes;1
3784;Bombay Bistros - West Village;10;Asian, Vietnamese;“Great food, ambiance, and staff”;No;Yes;1
3785;American Retro Bar and Grill;30;American;“Top spot if in Hells Kitchen”;No;Yes;1
3786;Em Vietnamese Bistro;5;Fast Food, Soups;““Best Kept Secret in Dumbo””;No;Yes;1
3787;Blackbarn Restaurant;23;American, Bar;“Good for a quick bite”;No;Yes;1
3788;fresh&co;32;Asian, Thai;“Good”;No;Yes;1
3789;Treadwell Park;44;American, Barbecue;“Bree, the bartender, was very attentive even though she was super busy.”;No;Yes;1
3790;Chelsea Thai;97;Italian, Pizza;“Sorry no not good”;No;Yes;1
3791;Dallas BBQ - Queens;67;Japanese, Sushi;“Good Food Great Exotic Drinks”;No;Yes;1
3792;Ledo Pizza;13;American, Steakhouse;“Maryland’s Best in NYC”;No;Yes;1
3793;Ichi Masa;23;Italian, Pizza;“Authentic Japanese”;No;Yes;1
3794;Del Frisco's Grille;74;Deli;“Nothing to recommend at this location”;No;No;0
3795;Motorino;48;Pub;“Delicious thin crust pizza”;No;No;0
3796;Gourmet 45;39;Steakhouse, Bar;“Good stop for quick trips”;No;No;0
3797;Spring Lounge;51;Pizza;“Shots at 10am”;No;No;0
3798;Sea Fire Grill;1,137;American, Fusion;“The lobster bisque was velvety and luscious.”;No;No;0
3799;&pizza - Astor Place;15;Japanese, Sushi;“Awesome pizza custom made to order. I...”;No;No;0
3800;Loyal;31;Japanese;“Acoustically challenging”;No;No;0
3801;Suzu Sushi;28;Asian, Korean;“Best Neighborhood Sushi”;No;No;0
3802;Udon Lab;11;American;“Hidden jewel in Koreatown”;No;No;0
3803;Tofu tofu;18;Japanese, Sushi;“Worth a visit.”;No;No;0
3804;Brickyard craft kitchen & beer;37;Japanese, Sushi;“Nice and creative.”;No;No;0
3805;Kotobuki;19;American, Fast Food;“Amazing food”;No;No;0
3806;Okinii;36;Italian;“Simply lunch”;No;No;0
3807;Simply Food;53;Bar, Pub;“UNDER OWNER EYES”;No;No;0
3808;Parma Restaurant;19;Mediterranean, Turkish;“Great cocktails, nice atmosphere.”;No;No;0
3809;Keybar;17;Mediterranean, Turkish;“Very Authentic & Delicious”;No;No;0
3810;Lezzet Mediterranean Turkish Restaurant;No;Mediterranean, Turkish;No;No;No;0
3811;Goldie's Tavern;7;Bar, Pub;“Close to Maddison Square Garden.”;Garden;Yes;1
3812;Certe;20;American;“A year later …still here and still great!”;lobster bisque;Yes;1
3813;Birds & Bubbles;49;Healthy, Middle Eastern;“Extremely good fried chicken”;ribeye;Yes;1
3814;Taim;13;Asian, Korean;“Healthy lunch”;bagels;Yes;1
3815;Koko Wings;17;American, Bar;“Delicious food. Good prices”;skewers;Yes;1
3816;Pier 66 Maritime;25;American, Seafood;“Great place to hang out for drinks and...”;Indian;Yes;1
3817;MERMAID OYSTER BAR TIMES SQUARE;9;Japanese, Asian;“Best oysters in my life”;No;Yes;1
3818;Ramen-Ya;39;Fast Food, Mediterranean;“One of New York’s Greatest Holes in the...”;No;Yes;1
3819;Mad. Sq. Eats;17;Asian, Vietnamese;“Try different kiosks”;No;Yes;1
3820;V-Nam Cafe;24;Mexican;“Great reasonable Vietnamese food”;No;Yes;1
3821;MEXiCUE;26;Asian, Thai;“Brunch Spot”;No;Yes;1
3822;Ginger and Lemongrass;17;Steakhouse, Bar;“Best Pho I've Ever Had”;No;No;0
3823;Sea Fire Grill;1,137;Cafe;“The lobster bisque was velvety and luscious.”;No;No;0
3824;Grand Central Star Cafe;21;American;“Breakfast across from Grand Central...”;No;No;0
3825;Manna's Soul Food;30;Japanese, Cafe;“Mann's Soul Food”;No;No;0
3826;Harbs;20;Bar, Pub;“Cake is so delicious which attracts some...”;No;No;0
3827;Swift;31;European, Italian;“A swift thirst quencher”;No;No;0
3828;Rooftop at Royalton Park Avenue;27;Seafood, Soups;“A late summer fiendly moment”;No;No;0
3829;Benjamin Steakhouse;2,490;Cafe, Deli;“I had a ribeye steak which was excellent quality meat, beautifully cooked and...”;No;No;0
3830;All American Deli;17;Fast Food;“No Frills, Just Right”;No;No;0
3831;Essen Slow Fast Food;26;Bar, American;“Great for quick bite -- great selection”;No;No;0
3832;Rosie O'Grady's Pub;62;Italian, Bar;“2019 Christmas trip with wife”;No;No;0
3833;Bar Cicchetti by Fabio Viviani;14;American, Fast Food;“Lovely afternoon spot”;No;No;0
3834;McDonald's;166;American, Cafe;“Quick late night”;No;No;0
3835;Rico Bagel;3;Asian, Thai;“One of the best bagels in the city!”;No;No;0
3836;One Thai Chef;55;Middle Eastern, Israeli;“Good Plant-Based Options”;No;No;0
3837;Lamalo;21;American, Seafood;“Middle Eastern skewers and spreads with...”;No;No;0
3838;The Dawson;10;International, Healthy;“Outstanding flatbreads 👌”;No;No;0
3839;Village Natural;34;French;“Good vegetarian food in relaxed atmosphere”;No;No;0
3840;Loulou Petit Bistro & Speakeasy;24;Wine Bar, Mediterranean;“Geat brunch spot!”;No;No;0
3841;Balzem;100;Bar, American;“Amazing!!!”;No;No;0
3842;Ward III;48;Italian;“Excellent old fashioned. Ok sazerac”;No;No;0
3843;Arte;67;Indian, Asian;“Very good, the hostess awesome. Walk inn...”;No;No;0
3844;Anand Indian Cuisine;22;Brazilian, Korean;“First time got here just looking for an a Indian Cuisine place and loved it!”;No;No;0
3845;The Four-Faced Liar;14;Italian, Pizza;“Solid bar.”;No;No;0
3846;GOMI Korean Wine Bar;11;Italian, Pizza;“Korean/Brazilian? Yes, please”;No;No;0
3847;Motorino East Village;290;Italian, Pizza;“Excellent Pizza”;No;No;0
3848;Allora Fifth Ave;9;Italian, Mediterranean;“Good experience for dinner”;Pizza;Yes;1
3849;City Acres Market;17;American;“Good take out & grocery”;French Onion Soup;Yes;1
3850;Bravo Pizza;43;Italian, Pizza;“Pizza in New York.”;Sushi;Yes;1
3851;Hale and Hearty Soups;22;Soups;“Great soup on a cold night”;dumplings;Yes;1
3852;Bravo Pizza;25;Pizza, Fast Food;“Cheap and cheerful with great service”;Sushi;Yes;1
3853;Luna Pizza;30;Italian, Pizza;“Delicious but $23 for one pizza?”;dumplings;Yes;1
3854;Quality Bistro;67;French, American;“We had French Onion Soup, which was delicious.”;lobster bisque;Yes;1
3855;Pax Wholesome Foods;33;Deli;“Good fresh food.”;duck;Yes;1
3856;Shoga Sushi & Oyster Bar;27;Japanese, Sushi;“Ok Sushi but would not go back”;fries;Yes;1
3857;Mitr Thai Restaurant;12;Asian, Thai;“... of the best dumplings we've ever ha...”;Garden;Yes;1
3858;42nd Street Pizza;100;Pizza;“A good meal”;hummus;Yes;1
3859;Hill and Bay;51;American, Bar;“Some decent options, could be even better”;steak;Yes;1
3860;Momoya Soho;9;Japanese, Seafood;“Leave it to Sushi Chef!”;burger;Yes;1
3861;Hane Sushi;43;Japanese, Sushi;“Beautiful Outdoor Dinner”;tuna;Yes;1
3862;Zou Zou's;17;Mediterranean;“Excellent food, but absurdly expensive...”;No;No;0
3863;Best of New York Food;20;Chinese, Asian;“Good food in convenient location”;No;No;0
3864;Hutong New York;85;Bar, Wine Bar;“... spiced cod dumplings were all subli...”;No;No;0
3865;Lea Wine Bar;39;Steakhouse, Bar;“Cozy, Fun and Loud!”;No;No;0
3866;Sea Fire Grill;1,137;American;“The lobster bisque was velvety and luscious.”;No;No;0
3867;Legacy Records;34;Healthy, American;“... roast duck with satsuma ($41) was t...”;No;No;0
3868;Tribeca Rooftop;18;Fast Food, Soups;“Tribeca 360 Rooftop”;No;No;0
3869;Dig;16;American, Irish;“Savory and rich food served fast until...”;No;No;0
3870;Hale and Hearty Soups;23;Bar, Pub;“The best soups in NYC!”;No;No;0
3871;Jack Dempsey Restaurant;91;American, Cafe;“Husband had the Reuben with fries.”;No;No;0
3872;Goldie's Tavern;7;Pub;“Close to Maddison Square Garden.”;No;No;0
3873;Milk N Honey;74;Pakistani, Middle Eastern;“Good Value kosher restaurant”;No;No;0
3874;The Burgary;19;Mediterranean;“Wonderful food and vibe!”;No;No;0
3875;Times Square Brewery;27;Steakhouse, American;“But pricey for what it is.”;No;No;0
3876;Haandi Restaurant;53;Healthy;“Good food - seating could be better”;No;No;0
3877;Omar's Mediterranean Cuisine;33;Mediterranean, Greek;“Amazing chicken Schwarma and hummus.”;No;No;0
3878;Tabernacle Steakhouse;7;American, Seafood;“My steak was delectable and cooked to perfection.”;No;No;0
3879;Great American Health Bar;116;American, Bar;“Fresh”;No;No;0
3880;Marathi Greek Bistro;11;American, Bar;“Get the French toast!”;No;No;0
3881;Gardenia Terrace;14;American, Bar;“We had a great time!! We are”;No;No;0
3882;Island Oyster;27;American, Bar;“The Lobster BLT & burger were both really good but the shark sandwich was the...”;No;No;0
3883;Carolines On Broadway;89;American, Bar;“Okay venue for a show”;No;No;0
3884;Vestry;24;American, Bar;“The tuna toast !”;No;No;0
3885;The Elgin;55;Pub, Gastropub;“I had the sliders and a green salad with a tasty lemony vinaigrette.”;sliders;Yes;1
3886;Little Beet;15;American, Healthy;“Excellent lunch!”;Spanish;Yes;1
3887;Soju Haus;26;Asian, Korean;“Authentic delicious cheese Buldak”;ribeye;Yes;1
3888;Cafe Riazor;42;Spanish, Mediterranean;“Best Spanish Food In NYC”;nachos;Yes;1
3889;Canyon Road Bar & Grill;45;Mexican, Southwestern;“Consistently great Mexican fare!”;French toast;Yes;1
3890;Sushi By Bou Hotel 3232;13;Sushi;“Omakase”;Noodles;Yes;1
3891;Ben & Jack's Steakhouse;87;Bar, American;“The bartender/server suggested the ribeye as well as the special mashed potat...”;fries;Yes;1
3892;PHD Terrace;81;Bar;“Fun for being with a group or grabbing a...”;vegetarian;Yes;1
3893;West 3rd Common;30;American, Bar;“Great place”;rice;Yes;1
3894;Lenny's Sub Shop;27;Mexican;“Great spot”;pub food;Yes;1
3895;Amor Loco Nyc;11;Greek, Cafe;“Great nachos, good atmosphere”;chicken fajitas;Yes;1
3896;Mission Ceviche;31;Chinese, Asian;“Busy fun place on a Saturday night”;champagne;Yes;1
3897;Greek From Greece;19;American, Cafe;“We had some delicious French toast with...”;pasta;Yes;1
3898;XO Taste;18;Cafe;“Noodles with prawns, egg fired rice, fr...”;gyoza;Yes;1
3899;Benvenuto Cafe;47;Italian;“I ordered a burger and it came in 5 minutes and tasted gourmet, fries were gr...”;No;Yes;1
3900;Bird & Branch;10;Fast Food;“Love this place!”;No;Yes;1
3901;Revel;171;Indian;“Good for drinks but go elsewhere for...”;No;Yes;1
3902;Just Salad;29;Indian, Deli;“It's salad”;No;Yes;1
3903;Saar Indian Bistro;98;American, Bar;“We had a party of four and ordered three entrees to share and one vegetarian...”;No;Yes;1
3904;Punjabi Grocery & Deli;21;Latin, Mexican;“I had two mains and rice in a small bowl with a large Poland Springs water fo...”;No;No;0
3905;The Grafton;25;Pizza, American;“Loud with several TVs showing sports, bar and good pub food.”;No;No;0
3906;Canave;12;Japanese, Sushi;“Great stop before or after The Cloister”;No;No;0
3907;The Uptown Garrison;21;Indian, Chinese;“Breakfast Find in WH”;No;No;0
3908;Ginza;45;Indian;“Cozy Trattoria”;No;No;0
3909;Utsav Restaurant;627;Mexican;“Great food but very chaotic atmosphere”;No;No;0
3910;Veeray da Dhaba;8;Mexican, Bar;“Wonderful array of flavors”;No;No;0
3911;Calexico;27;Mediterranean, Greek;“Calexico”;No;No;0
3912;Gonzalez y Gonzalez;69;French, European;“I fell in love with chicken fajitas and tropical whiskey, the main plus is th...”;No;No;0
3913;Elysian Fields Cafe;12;Italian, Mediterranean;“Lunch after University tour”;No;No;0
3914;Felix Cafe;403;Pizza;“... we did champagne,cocktails (althoug...”;No;No;0
